Cidade;Data;Hora;PM10;SO2;NO2;O3;CO
Guaiba;22/04/2019;22:00;20,5;0,61;5,12;39,12;1,81
Guaiba;22/04/2019;23:00;15,25;0,37;3,76;40,06;1,79
Guaiba;23/04/2019;0:00;15,75;0,28;2,67;37,7;1,79
Guaiba;23/04/2019;1:00;21,75;1,6;8,34;34,12;1,79
Guaiba;23/04/2019;2:00;21,25;1,66;4,12;38,13;1,8
Guaiba;23/04/2019;3:00;14,5;0,61;0,375;37,21;1,79
Guaiba;23/04/2019;4:00;14,25;0,47;1,48;37,8;1,79
Guaiba;23/04/2019;5:00;14,75;0,35;3,25;30,52;1,79
Guaiba;23/04/2019;6:00;13,75;0,33;3,54;35,23;1,8
Guaiba;23/04/2019;7:00;15,25;0,32;7,68;30,8;1,84
Guaiba;23/04/2019;8:00;16,25;0,31;10,62;26,08;1,92
Guaiba;23/04/2019;9:00;16,75;0,35;10,69;25,51;1,89
Guaiba;23/04/2019;10:00;20,5;0,42;11,62;26,6;1,89
Guaiba;23/04/2019;11:00;19,5;0,4;6,53;32,55;1,85
Guaiba;23/04/2019;12:00;22,25;0,57;6,34;32,74;1,86
Guaiba;23/04/2019;13:00;18,25;0,49;4,73;36,07;1,85
Guaiba;23/04/2019;14:00;13,25;1,26;9,08;33,91;1,85
Guaiba;23/04/2019;15:00;22,25;1,33;7,57;34,17;1,87
Guaiba;23/04/2019;16:00;23,75;0,67;7,15;31,97;1,86
Guaiba;23/04/2019;17:00;23,25;1,08;11,11;27,72;1,9
Guaiba;23/04/2019;18:00;18,25;0,85;11,88;26,91;1,9
Guaiba;23/04/2019;19:00;22;0,51;12,82;26,53;1,9
Guaiba;23/04/2019;20:00;32,25;0,73;18,79;19,18;1,97
Guaiba;23/04/2019;21:00;25,25;0,98;10,97;24,43;1,89
Guaiba;23/04/2019;22:00;20,75;0,52;9,59;24,87;1,9
Guaiba;23/04/2019;23:00;21;0,65;11,22;21,86;1,88
Guaiba;24/04/2019;0:00;23,75;0,74;9,86;22,16;1,85
Guaiba;24/04/2019;1:00;17,25;0,64;8,45;21,58;1,84
Guaiba;24/04/2019;2:00;24;0,67;12,97;13,69;1,85
Guaiba;24/04/2019;3:00;22,25;0,52;12,01;8,9;1,85
Guaiba;24/04/2019;4:00;26,25;0,46;17,88;2,04;1,84
Guaiba;24/04/2019;5:00;18;0,39;13,48;7,88;1,84
Guaiba;24/04/2019;6:00;25,75;0,5;19,83;0,49;1,86
Guaiba;24/04/2019;7:00;53;0,66;18,15;0,49;1,95
Guaiba;24/04/2019;8:00;62,75;0,95;22,87;1;2,03
Guaiba;24/04/2019;9:00;34,67;0,87;22;4,73;1,97
Guaiba;24/04/2019;10:00;27,5;1,68;14,26;12,48;1,94
Guaiba;24/04/2019;11:00;22,5;4,9;13,29;23,17;1,88
Guaiba;24/04/2019;12:00;29,25;7,68;18,08;46,55;1,88
Guaiba;24/04/2019;13:00;30,75;7,24;14,73;43,47;1,86
Guaiba;24/04/2019;14:00;32,75;5,32;14,9;53,42;1,86
Guaiba;24/04/2019;15:00;33;2,28;6,2;46,48;1,85
Guaiba;24/04/2019;16:00;24,5;1,71;5,81;36,54;1,85
Guaiba;24/04/2019;17:00;22,5;1,23;8,69;30,87;1,86
Guaiba;24/04/2019;18:00;40;0,65;10,79;25,58;1,97
Guaiba;24/04/2019;19:00;30,75;0,48;8,65;27;1,88
Guaiba;24/04/2019;20:00;34,25;0,37;6,08;26,41;1,87
Guaiba;24/04/2019;21:00;29;0,3;5,7;28,74;1,87
Guaiba;24/04/2019;22:00;28,33;0,41;7,27;29,08;1,88
Guaiba;24/04/2019;23:00;21,25;0,34;6,78;27,58;1,85
Guaiba;25/04/2019;0:00;15,5;0,26;3,44;26,81;1,83
Guaiba;25/04/2019;1:00;18,5;0,25;3,06;26,09;1,82
Guaiba;25/04/2019;2:00;20,75;0,21;1,17;28,09;1,81
Guaiba;25/04/2019;3:00;16,25;0,21;1,15;27,79;1,82
Guaiba;25/04/2019;4:00;24,25;0,21;1,02;28;1,82
Guaiba;25/04/2019;5:00;18;0,18;1,37;29,03;1,82
Guaiba;25/04/2019;6:00;22,5;0,18;2,41;30,19;1,82
Guaiba;25/04/2019;7:00;27,5;0,27;7,59;28,87;1,86
Guaiba;25/04/2019;8:00;18;0,35;8,43;27,76;1,88
Guaiba;25/04/2019;9:00;17;0,72;16,1;22,7;1,89
Guaiba;25/04/2019;10:00;15,75;0,93;15,33;23,62;1,89
Guaiba;25/04/2019;11:00;19,25;0,95;9,42;28,73;1,86
Guaiba;25/04/2019;12:00;16,5;0,57;9,24;28,06;1,92
Guaiba;25/04/2019;13:00;15,25;0,42;6,12;30,55;1,87
Guaiba;25/04/2019;14:00;11,75;0,62;11,73;24,21;1,9
Guaiba;25/04/2019;15:00;10,75;0,52;9,06;25,22;1,89
Guaiba;25/04/2019;16:00;12,5;0,4;9,12;25,55;1,88
Guaiba;25/04/2019;17:00;14,5;0,33;8,22;26,08;1,9
Guaiba;25/04/2019;18:00;20;0,4;10,08;24,43;1,9
Guaiba;25/04/2019;19:00;19,5;0,31;7,63;26,25;1,88
Guaiba;25/04/2019;20:00;14,25;0,24;4,67;29,75;1,86
Guaiba;25/04/2019;21:00;8,5;0,18;2,4;31,53;1,83
Guaiba;25/04/2019;22:00;12,75;0,16;1,88;31,73;1,83
Guaiba;25/04/2019;23:00;8;0,18;1,81;31,15;1,83
Guaiba;26/04/2019;0:00;8,75;0,13;1,03;32,59;1,82
Guaiba;26/04/2019;1:00;9,5;0,065;0,83;31,95;1,82
Guaiba;26/04/2019;2:00;13,25;0,065;0,375;32,64;1,81
Guaiba;26/04/2019;3:00;10;0,15;0,375;31,3;1,82
Guaiba;26/04/2019;4:00;5,5;0,065;0,375;32,35;1,82
Guaiba;26/04/2019;5:00;6;0,13;0,375;32,32;1,83
Guaiba;26/04/2019;6:00;4,75;0,065;1,59;32,32;1,83
Guaiba;26/04/2019;7:00;7,25;0,13;6,17;28,21;1,85
Guaiba;26/04/2019;8:00;10,75;0,18;16,14;20,44;1,96
Guaiba;26/04/2019;9:00;6,5;0,2;14,86;23,11;1,9
Guaiba;26/04/2019;10:00;5,5;0,23;9,12;28,07;1,91
Guaiba;26/04/2019;11:00;8,25;0,15;9,22;27,26;1,93
Guaiba;26/04/2019;12:00;12,5;0,19;7,14;29,33;1,92
Guaiba;26/04/2019;13:00;;0,13;7,49;28,32;1,89
Guaiba;26/04/2019;14:00;8,25;0,17;6,62;28,9;1,92
Guaiba;26/04/2019;15:00;5;0,15;5,29;32,63;1,91
Guaiba;26/04/2019;16:00;8,25;0,16;7,82;31,27;1,91
Guaiba;26/04/2019;17:00;11,5;0,18;14,48;25,12;1,98
Guaiba;26/04/2019;18:00;25;0,83;19,06;16,48;2,1
Guaiba;26/04/2019;19:00;19;0,39;15,64;18,99;1,99
Guaiba;26/04/2019;20:00;23,75;0,23;16,38;16,09;2,04
Guaiba;26/04/2019;21:00;23,25;0,19;14,02;18,11;2
Guaiba;26/04/2019;22:00;22,25;0,21;13,54;18,57;1,95
Guaiba;26/04/2019;23:00;15,5;0,19;4,12;25,57;1,86
Guaiba;27/04/2019;0:00;5,5;0,13;3,39;32,74;1,87
Guaiba;27/04/2019;1:00;5,25;0,065;7,66;25,91;1,88
Guaiba;27/04/2019;2:00;;0,065;3,6;31,97;1,85
Guaiba;27/04/2019;3:00;8;0,065;5,52;27,55;1,9
Guaiba;27/04/2019;4:00;4,5;0,065;4,22;25,21;1,88
Guaiba;27/04/2019;5:00;3,75;0,13;5,04;24,17;1,88
Guaiba;27/04/2019;6:00;8,5;0,15;8,03;24,93;1,87
Guaiba;27/04/2019;7:00;5,5;0,065;6,06;26,16;1,87
Guaiba;27/04/2019;8:00;6;0,15;11,11;20,2;1,9
Guaiba;27/04/2019;9:00;11,25;0,26;15,03;16,92;1,92
Guaiba;27/04/2019;10:00;13,5;0,22;14,37;23;1,95
Guaiba;27/04/2019;11:00;;0,18;6,16;29,18;1,89
Guaiba;27/04/2019;12:00;5;0,18;3,4;30,59;1,88
Guaiba;27/04/2019;13:00;10,33;0,17;2,08;31,76;1,87
Guaiba;27/04/2019;14:00;;0,2;1,8;33,73;1,85
Guaiba;27/04/2019;15:00;8;0,18;2,97;30,8;1,85
Guaiba;27/04/2019;16:00;14;0,17;3,15;27,33;1,86
Guaiba;27/04/2019;17:00;9,25;0,21;4,58;24,6;1,86
Guaiba;27/04/2019;18:00;14,75;0,17;6,91;20,43;1,87
Guaiba;27/04/2019;19:00;19,75;0,17;6,56;18,94;1,88
Guaiba;27/04/2019;20:00;20,5;0,14;4,48;19,54;1,86
Guaiba;27/04/2019;21:00;18;0,065;3,37;18,64;1,86
Guaiba;27/04/2019;22:00;14,75;0,065;2,63;19,8;1,85
Guaiba;27/04/2019;23:00;18;0,14;2,63;18,02;1,85
Guaiba;28/04/2019;0:00;5,5;0,065;1,16;17,26;1,85
Guaiba;28/04/2019;1:00;12,75;0,13;1,43;14,8;1,85
Guaiba;28/04/2019;2:00;8,75;0,065;0,76;15,06;1,84
Guaiba;28/04/2019;3:00;7,75;0,13;0,375;14,92;1,83
Guaiba;28/04/2019;4:00;9,25;0,14;0,375;13,96;1,83
Guaiba;28/04/2019;5:00;12,75;0,14;2,36;10,43;1,85
Guaiba;28/04/2019;6:00;;0,14;0,76;19,79;1,8
Guaiba;28/04/2019;7:00;11,5;0,16;2,62;19,69;1,8
Guaiba;28/04/2019;8:00;13,5;0,13;4,15;18,73;1,81
Guaiba;28/04/2019;9:00;8,25;0,2;2,26;23,86;1,8
Guaiba;28/04/2019;10:00;9,25;0,14;1,64;33,33;1,79
Guaiba;28/04/2019;11:00;11,5;0,14;2,5;30,65;1,79
Guaiba;28/04/2019;12:00;8;0,16;0,91;31,19;1,78
Guaiba;28/04/2019;13:00;7,33;0,21;0,375;34,14;1,79
Guaiba;28/04/2019;14:00;4,75;0,21;0,375;34,79;1,77
Guaiba;28/04/2019;15:00;5;0,18;1,55;36,15;1,78
Guaiba;28/04/2019;16:00;9,5;0,17;1,25;36,02;1,78
Guaiba;28/04/2019;17:00;11,75;0,24;4,89;31,38;1,8
Guaiba;28/04/2019;18:00;17;0,23;13,76;23,52;1,85
Guaiba;28/04/2019;19:00;26;0,29;19,6;17,49;1,92
Guaiba;28/04/2019;20:00;30,5;0,25;9,16;25,62;1,91
Guaiba;28/04/2019;21:00;7;0,21;5,29;31,62;1,82
Guaiba;28/04/2019;22:00;7,25;0,22;9,5;30,37;1,83
Guaiba;28/04/2019;23:00;9,75;0,15;7,88;30,04;1,82
Guaiba;29/04/2019;0:00;16,25;0,14;13,57;14,41;1,86
Guaiba;29/04/2019;1:00;17,5;0,18;10,33;10,18;1,84
Guaiba;29/04/2019;2:00;19,25;0,13;7,27;11,48;1,82
Guaiba;29/04/2019;3:00;11,25;0,14;6,38;12,27;1,86
Guaiba;29/04/2019;4:00;10,25;0,14;8,41;14,61;1,81
Guaiba;29/04/2019;5:00;5,5;0,065;4,08;16,66;1,81
Guaiba;29/04/2019;6:00;31,25;0,21;11,84;5,93;1,88
Guaiba;29/04/2019;7:00;76;0,55;17,74;0,49;2,07
Guaiba;29/04/2019;8:00;37,25;0,37;11,47;5,02;1,88
Guaiba;29/04/2019;9:00;8,75;0,25;1,68;23,19;1,79
Guaiba;29/04/2019;10:00;5;0,28;1,4;29,86;1,78
Guaiba;29/04/2019;11:00;8,5;0,53;1,99;33,9;1,77
Guaiba;29/04/2019;12:00;13,75;2,37;4,06;63,73;1,77
Guaiba;29/04/2019;13:00;9,5;1,66;1,86;56,05;1,77
Guaiba;29/04/2019;14:00;12;0,97;0,96;52,67;1,76
Guaiba;29/04/2019;15:00;9,75;0,72;0,93;51,84;1,76
Guaiba;29/04/2019;16:00;13,75;0,58;0,98;51,84;1,76
Guaiba;29/04/2019;17:00;19;0,5;2,26;49,82;1,78
Guaiba;29/04/2019;18:00;24,25;0,43;16,64;37,18;1,91
Guaiba;29/04/2019;19:00;192,3;1,38;53,56;3,97;2,72
Guaiba;29/04/2019;20:00;185,5;1,51;48,25;3,37;2,89
Guaiba;29/04/2019;21:00;143,8;1,29;41,65;6,04;2,81
Guaiba;29/04/2019;22:00;140,3;1,62;38,74;1,94;2,98
Guaiba;29/04/2019;23:00;144;1,63;37,23;0,49;2,97
Guaiba;30/04/2019;0:00;87,5;1,15;31,19;0,49;2,6
Guaiba;30/04/2019;1:00;;0,93;30,74;0,49;2,41
Guaiba;30/04/2019;2:00;;0,69;25,94;0,49;2,19
Guaiba;30/04/2019;3:00;14;0,67;22,7;0,49;2,21
Guaiba;30/04/2019;4:00;25;0,53;19,44;0,49;2,1
Guaiba;30/04/2019;5:00;13,33;0,48;19,08;0,49;2,05
Guaiba;30/04/2019;6:00;28;0,69;19,89;0,49;2,03
Guaiba;30/04/2019;7:00;48,75;1,09;24,26;0,49;2,18
Guaiba;30/04/2019;8:00;162,8;1,17;22,91;1,72;2,31
Guaiba;30/04/2019;9:00;;0,53;10,55;3,5;1,98
Guaiba;30/04/2019;10:00;;0,42;8,64;8,73;1,93
Guaiba;30/04/2019;11:00;56;;;;
Guaiba;30/04/2019;12:00;23,5;;;;
Guaiba;30/04/2019;13:00;;;;;
Guaiba;30/04/2019;14:00;24;;;;
Guaiba;30/04/2019;15:00;;3,91;9,52;68,3;1,9
Guaiba;30/04/2019;16:00;38,75;2,63;13,85;61,53;1,95
Guaiba;30/04/2019;17:00;34,5;2,82;19,94;50,96;1,98
Guaiba;30/04/2019;18:00;35,75;3,3;31,05;34,63;2,08
Guaiba;30/04/2019;19:00;31,5;1,38;13,24;37,03;1,99
Guaiba;30/04/2019;20:00;17;1,03;12,59;35,01;1,98
Guaiba;30/04/2019;21:00;14,75;1,22;7,92;44,36;1,95
Guaiba;30/04/2019;22:00;21;1,21;12,9;38,8;2,05
Guaiba;30/04/2019;23:00;27,5;1,04;5,25;43,92;1,94
Guaiba;01/05/2019;0:00;13,5;2,52;23,68;28,35;1,93
Guaiba;01/05/2019;1:00;7;4,49;27,65;24,66;1,9
Guaiba;01/05/2019;2:00;22,75;2,4;4,18;39,04;1,9
Guaiba;01/05/2019;3:00;13,67;1,13;3,11;40,44;1,91
Guaiba;01/05/2019;4:00;8,33;0,86;1,76;42,58;1,9
Guaiba;01/05/2019;5:00;12,75;0,9;4,4;35,2;1,91
Guaiba;01/05/2019;6:00;6;0,65;3,18;34,29;1,9
Guaiba;01/05/2019;7:00;12,25;0,54;5,38;33,4;1,9
Guaiba;01/05/2019;8:00;24,5;0,65;8,94;25,93;1,94
Guaiba;01/05/2019;9:00;17;0,89;4,29;31,54;1,91
Guaiba;01/05/2019;10:00;21,25;0,98;4,75;41,98;1,88
Guaiba;01/05/2019;11:00;6,67;2,13;8,1;40,58;1,88
Guaiba;01/05/2019;12:00;20;1,25;3,13;46,03;1,89
Guaiba;01/05/2019;13:00;15,33;1,33;3,12;45,08;1,88
Guaiba;01/05/2019;14:00;11,5;4,85;17,52;34,07;1,87
Guaiba;01/05/2019;15:00;15,25;7,59;17,17;33,22;1,88
Guaiba;01/05/2019;16:00;17,75;3,43;9,03;40,81;1,88
Guaiba;01/05/2019;17:00;26;1,88;9,93;41,61;1,92
Guaiba;01/05/2019;18:00;30,5;1,15;12,39;36,03;1,97
Guaiba;01/05/2019;19:00;24,75;0,86;14,91;32,05;2,01
Guaiba;01/05/2019;20:00;29,75;0,58;14,93;29,92;2,01
Guaiba;01/05/2019;21:00;24,5;0,54;12,94;27,01;2
Guaiba;01/05/2019;22:00;21;0,52;21,62;13,83;2,11
Guaiba;01/05/2019;23:00;40,5;0,67;28,85;3,35;2,32
Guaiba;02/05/2019;0:00;43;0,66;25,56;3,68;2,34
Guaiba;02/05/2019;1:00;33;0,51;22,42;3,06;2,2
Guaiba;02/05/2019;2:00;19;0,44;18,99;3,97;2,13
Guaiba;02/05/2019;3:00;18,5;0,4;13,41;4,9;2,06
Guaiba;02/05/2019;4:00;10;0,43;16,29;2,7;2,06
Guaiba;02/05/2019;5:00;8;0,26;10,41;3,34;1,92
Guaiba;02/05/2019;6:00;4;0,26;11,03;6,63;1,92
Guaiba;02/05/2019;7:00;9,25;0,22;12,68;6,19;1,95
Guaiba;02/05/2019;8:00;8,5;0,2;7,91;12,26;1,95
Guaiba;02/05/2019;9:00;11,5;0,18;4,92;14,2;1,96
Guaiba;02/05/2019;10:00;27,5;0,46;6,34;16,34;1,96
Guaiba;02/05/2019;11:00;27,67;1,7;11,09;37,94;1,98
Guaiba;02/05/2019;12:00;24;2,42;10,84;68,59;1,97
Guaiba;02/05/2019;13:00;16,5;1,25;3,98;35,81;1,95
Guaiba;02/05/2019;14:00;12,75;1,08;2,57;46,4;1,92
Guaiba;02/05/2019;15:00;14;0,86;2,15;51;1,91
Guaiba;02/05/2019;16:00;21,25;0,66;2,68;54,57;1,93
Guaiba;02/05/2019;17:00;25,25;0,56;5,07;54,22;1,93
Guaiba;02/05/2019;18:00;62;0,74;37,78;25,99;2,33
Guaiba;02/05/2019;19:00;83,75;1,08;48,75;11,31;2,54
Guaiba;02/05/2019;20:00;50,75;0,96;40,51;26,31;2,3
Guaiba;02/05/2019;21:00;49,75;1,33;36,79;25,79;2,29
Guaiba;02/05/2019;22:00;54,75;0,83;35,67;17,44;2,35
Guaiba;02/05/2019;23:00;69,5;0,83;37,36;2,93;2,6
Guaiba;03/05/2019;0:00;72,75;0,83;32,31;2,87;2,53
Guaiba;03/05/2019;1:00;41,75;0,58;25,06;3,58;2,27
Guaiba;03/05/2019;2:00;37,75;0,59;24,08;2,4;2,2
Guaiba;03/05/2019;3:00;38;0,74;19,83;2,19;2,28
Guaiba;03/05/2019;4:00;36,75;0,61;20,92;2,78;2,2
Guaiba;03/05/2019;5:00;39,25;0,49;22,2;2,09;2,11
Guaiba;03/05/2019;6:00;20,5;0,53;21,97;2,01;2,11
Guaiba;03/05/2019;7:00;44,25;0,71;21,88;2,21;2,2
Guaiba;03/05/2019;8:00;71,75;0,8;19,51;4,18;2,2
Guaiba;03/05/2019;9:00;26,67;0,82;10,85;13,21;2,07
Guaiba;03/05/2019;10:00;40;1,08;13,64;25,22;2,08
Guaiba;03/05/2019;11:00;36,25;1,69;9,69;32,09;2,02
Guaiba;03/05/2019;12:00;24,75;1,17;4,58;51,49;1,99
Guaiba;03/05/2019;13:00;21,25;0,59;5,5;35,7;1,95
Guaiba;03/05/2019;14:00;21,75;0,42;6,41;32,83;1,96
Guaiba;03/05/2019;15:00;40,75;0,6;32,88;17,91;2,38
Guaiba;03/05/2019;16:00;77;0,86;46,21;13,69;2,53
Guaiba;03/05/2019;17:00;28,75;0,58;21,59;23,45;2,15
Guaiba;03/05/2019;18:00;13,5;0,41;20,93;20,24;2,12
Guaiba;03/05/2019;19:00;7,75;0,29;15,47;23,44;2,07
Guaiba;03/05/2019;20:00;3,67;0,26;22,36;11,68;2,11
Guaiba;03/05/2019;21:00;12,25;0,3;34,56;2,87;2,18
Guaiba;03/05/2019;22:00;13,75;0,35;30,39;4,11;2,23
Guaiba;03/05/2019;23:00;16,25;0,32;22,51;5,77;2,14
Guaiba;04/05/2019;0:00;21;0,27;18,19;8,06;2,16
Guaiba;04/05/2019;1:00;22,25;0,25;17,24;7,15;2,15
Guaiba;04/05/2019;2:00;15;0,24;7,82;16,8;1,99
Guaiba;04/05/2019;3:00;4,67;0,2;4,34;19,51;1,96
Guaiba;04/05/2019;4:00;2,67;0,15;7,32;13,25;1,97
Guaiba;04/05/2019;5:00;14,75;0,18;4,65;16,03;1,96
Guaiba;04/05/2019;6:00;8,75;0,25;6,87;13,23;1,97
Guaiba;04/05/2019;7:00;10,5;0,32;12,67;8,81;1,99
Guaiba;04/05/2019;8:00;9;0,28;14,57;11,61;2,06
Guaiba;04/05/2019;9:00;25;0,3;18,73;7,67;2,16
Guaiba;04/05/2019;10:00;31,5;0,39;9,21;13,18;2,12
Guaiba;04/05/2019;11:00;;0,55;5,66;23,01;2,03
Guaiba;04/05/2019;12:00;13,25;1,54;7,73;25,24;2,04
Guaiba;04/05/2019;13:00;16;1,29;7,13;29,96;2,03
Guaiba;04/05/2019;14:00;19;1,37;9,37;37,17;2,03
Guaiba;04/05/2019;15:00;9,33;0,85;6,82;45,87;2,02
Guaiba;04/05/2019;16:00;22,5;0,74;10,76;42,83;2,06
Guaiba;04/05/2019;17:00;19,5;0,46;9,86;37,54;2,04
Guaiba;04/05/2019;18:00;26,75;0,3;14,63;27,64;2,13
Guaiba;04/05/2019;19:00;25,25;0,35;15,25;24,16;2,15
Guaiba;04/05/2019;20:00;26,5;0,34;12,53;26,29;2,12
Guaiba;04/05/2019;21:00;26,25;0,62;18,04;21,57;2,17
Guaiba;04/05/2019;22:00;28,75;0,67;21,72;15,74;2,22
Guaiba;04/05/2019;23:00;26,25;0,62;19,24;15,67;2,22
Guaiba;05/05/2019;0:00;22,5;0,46;13,67;16,02;2,15
Guaiba;05/05/2019;1:00;20,25;0,39;9,86;19,03;2,09
Guaiba;05/05/2019;2:00;18,75;0,33;5,87;22,47;2,03
Guaiba;05/05/2019;3:00;9,5;0,28;13,33;9,59;2,08
Guaiba;05/05/2019;4:00;6,75;0,31;9,78;8,94;2,03
Guaiba;05/05/2019;5:00;19,25;0,29;11,4;6,73;2,11
Guaiba;05/05/2019;6:00;15,75;0,34;10,98;5,63;2,11
Guaiba;05/05/2019;7:00;15;0,3;11,04;6,16;2,1
Guaiba;05/05/2019;8:00;32,5;0,31;10,71;6,99;2,16
Guaiba;05/05/2019;9:00;30,75;0,29;7,71;10,64;2,18
Guaiba;05/05/2019;10:00;25,5;0,41;6,31;14,61;2,15
Guaiba;05/05/2019;11:00;14,5;0,59;4,87;25,84;2,08
Guaiba;05/05/2019;12:00;23,25;0,56;3,83;38,69;2,05
Guaiba;05/05/2019;13:00;26,75;0,47;3,08;40,59;2,04
Guaiba;05/05/2019;14:00;16,75;0,47;2,72;45,54;2
Guaiba;05/05/2019;15:00;20;0,63;3,94;63,08;2,02
Guaiba;05/05/2019;16:00;25,25;0,33;6,48;38;2,03
Guaiba;05/05/2019;17:00;16;0,19;6,07;30,03;2,01
Guaiba;05/05/2019;18:00;8;0,19;3,71;34,93;1,95
Guaiba;05/05/2019;19:00;6,75;0,19;5,79;31,37;1,99
Guaiba;05/05/2019;20:00;11,5;0,23;11,09;27,65;2,02
Guaiba;05/05/2019;21:00;11,75;0,26;11,52;24;2,04
Guaiba;05/05/2019;22:00;10,5;0,22;11,35;21,33;2,04
Guaiba;05/05/2019;23:00;18,5;0,2;10,87;19,26;2,06
Guaiba;06/05/2019;0:00;19,75;0,18;11,05;16,15;2,05
Guaiba;06/05/2019;1:00;26;0,24;9,58;13,19;2,02
Guaiba;06/05/2019;2:00;23,5;0,2;6,4;11,99;1,99
Guaiba;06/05/2019;3:00;21,75;0,065;3,32;15,26;1,98
Guaiba;06/05/2019;4:00;20;0,065;3,09;18,19;1,95
Guaiba;06/05/2019;5:00;13,75;0,15;2,64;21,15;1,94
Guaiba;06/05/2019;6:00;16,25;0,17;3,64;18,22;1,96
Guaiba;06/05/2019;7:00;26,25;0,26;14,34;7,24;2,06
Guaiba;06/05/2019;8:00;32,75;0,23;8,98;9,26;2,03
Guaiba;06/05/2019;9:00;21;0,17;3,98;14,76;1,97
Guaiba;06/05/2019;10:00;14,25;0,22;2,27;18,78;1,95
Guaiba;06/05/2019;11:00;14,25;0,19;1,89;23,18;1,95
Guaiba;06/05/2019;12:00;20,33;0,21;7,23;19,53;2
Guaiba;06/05/2019;13:00;7;0,18;4,58;31,57;1,96
Guaiba;06/05/2019;14:00;2,25;0,22;4,99;34,22;1,96
Guaiba;06/05/2019;15:00;1;0,2;4,04;34,59;1,93
Guaiba;06/05/2019;16:00;11,5;0,19;5,17;32,94;1,93
Guaiba;06/05/2019;17:00;11,5;0,18;6,13;31,75;1,94
Guaiba;06/05/2019;18:00;13,25;0,2;6,43;32,83;1,93
Guaiba;06/05/2019;19:00;21,25;0,15;5,92;33;1,93
Guaiba;06/05/2019;20:00;19;0,18;4,52;33,06;1,92
Guaiba;06/05/2019;21:00;21;0,2;3,34;34,73;1,91
Guaiba;06/05/2019;22:00;18,75;0,17;3,28;32,11;1,9
Guaiba;06/05/2019;23:00;22,25;0,22;3,67;30,47;1,89
Guaiba;07/05/2019;0:00;18;0,16;2,06;32,96;1,89
Guaiba;07/05/2019;1:00;18;0,17;2,06;34,6;1,88
Guaiba;07/05/2019;2:00;21,75;0,19;1,43;31,02;1,88
Guaiba;07/05/2019;3:00;14,25;0,13;0,95;32,88;1,88
Guaiba;07/05/2019;4:00;16;0,19;1,66;33,64;1,88
Guaiba;07/05/2019;5:00;18,25;0,17;1,78;31,88;1,88
Guaiba;07/05/2019;6:00;19,25;0,16;2,86;29,79;1,89
Guaiba;07/05/2019;7:00;19;0,15;5,34;27,68;1,9
Guaiba;07/05/2019;8:00;22,25;0,14;6,46;27,98;1,91
Guaiba;07/05/2019;9:00;27,75;0,25;5,26;28,91;1,9
Guaiba;07/05/2019;10:00;20,75;0,26;3,6;32,93;1,89
Guaiba;07/05/2019;11:00;17,75;0,28;3,71;40,62;1,87
Guaiba;07/05/2019;12:00;20,75;0,3;5,42;43,42;1,88
Guaiba;07/05/2019;13:00;20,5;1,75;11,98;37,77;1,88
Guaiba;07/05/2019;14:00;16,75;2,67;13,42;37,38;1,89
Guaiba;07/05/2019;15:00;26;3,64;16,79;34,15;1,9
Guaiba;07/05/2019;16:00;20,25;3,84;18,17;33,36;1,9
Guaiba;07/05/2019;17:00;27,5;4,01;23,31;28,34;1,95
Guaiba;07/05/2019;18:00;40;2,24;20,51;29,61;2,01
Guaiba;07/05/2019;19:00;30,25;0,74;13,75;30,86;1,97
Guaiba;07/05/2019;20:00;25,5;0,51;9,97;32,38;1,96
Guaiba;07/05/2019;21:00;22,75;0,38;7,44;35,73;1,95
Guaiba;07/05/2019;22:00;21,5;0,31;5,79;37,85;1,94
Guaiba;07/05/2019;23:00;19,25;0,27;4,65;38,24;1,91
Guaiba;08/05/2019;0:00;16;0,2;3,22;40,17;1,9
Guaiba;08/05/2019;1:00;20,75;0,22;1,96;41,51;1,9
Guaiba;08/05/2019;2:00;18,25;0,2;1,79;41,6;1,89
Guaiba;08/05/2019;3:00;26;0,16;1,15;41,52;1,89
Guaiba;08/05/2019;4:00;18,25;0,17;0,99;41,41;1,89
Guaiba;08/05/2019;5:00;18,25;0,2;18,47;13,32;1,91
Guaiba;08/05/2019;6:00;20,75;0,17;5,13;30,95;1,91
Guaiba;08/05/2019;7:00;23,25;0,28;8,63;32,59;1,94
Guaiba;08/05/2019;8:00;28,75;0,37;12,65;27,82;2,02
Guaiba;08/05/2019;9:00;18,5;0,29;10,42;30,68;1,98
Guaiba;08/05/2019;10:00;23,5;0,3;11,53;33,33;1,97
Guaiba;08/05/2019;11:00;23,25;0,31;6,83;37,03;1,95
Guaiba;08/05/2019;12:00;25,5;0,3;9,07;35,6;1,97
Guaiba;08/05/2019;13:00;22,75;0,32;6,9;38,98;1,94
Guaiba;08/05/2019;14:00;21,5;0,34;8,28;38,16;1,97
Guaiba;08/05/2019;15:00;28,25;0,31;6,44;39,61;1,94
Guaiba;08/05/2019;16:00;20,75;0,3;7,49;39,42;1,93
Guaiba;08/05/2019;17:00;26,5;0,47;12,44;34,93;1,99
Guaiba;08/05/2019;18:00;24;0,5;14,15;30,85;2,02
Guaiba;08/05/2019;19:00;25;0,29;9,51;35,62;1,97
Guaiba;08/05/2019;20:00;24;0,28;10,91;33,06;1,99
Guaiba;08/05/2019;21:00;24,25;0,24;12,44;31,49;2,01
Guaiba;08/05/2019;22:00;21,25;0,32;12,27;29,8;2,01
